Shale|Another one descriiption|2024-01-23T12:11:40.472Z|Cologne|/some/photo/preview2.jpg;/some/photo/preview3.jpg;/some/photo/preview3.jpg||true|true|3|apartment|8|9|15505|Baby seat;Breakfast;Breakfast;Breakfast|Some User 2||50.938361;6.959974
Ulale|Another one descriiption|2024-01-23T12:11:40.473Z|Hamburg||photo3.jpg;photo4.jpg;photo4.jpg|false|true|2|room|6|4|46729|friendly workspace;Fridge;Towels;Air conditioning;friendly workspace;friendly workspace|Some User Three||53.550341;10.000654
Shale|Other description|2024-01-23T12:11:40.473Z|Brussels|/some/photo/preview3.jpg|photo1.jpg;photo4.jpg|false|false|4|apartment|6|10|49225|Towels|Some User Three||50.846557;4.351697
Ulale|Other description|2024-01-23T12:11:40.474Z|Amsterdam|/some/photo/preview.jpg||false|true|4|room|4|5|9919|Air conditioning;friendly workspace;Air conditioning;Breakfast;Breakfast|Some User 2||52.370216;4.895168
Ulale|Other description|2024-01-23T12:11:40.474Z|Amsterdam|/some/photo/preview3.jpg;/some/photo/preview2.jpg;/some/photo/preview.jpg|photo1.jpg|true|true|1|apartment|6|5|32400|Towels;Towels;Washer;friendly workspace;Washer;Air conditioning|Some User One||52.370216;4.895168
Ulale|Some text description|2024-01-23T12:11:40.474Z|Cologne|/some/photo/preview.jpg;/some/photo/preview2.jpg;/some/photo/preview2.jpg|photo2.jpg|true|false|1|hotel|1|9|3265||Some User Three||50.938361;6.959974
Ulale|Some text description|2024-01-23T12:11:40.474Z|Cologne|/some/photo/preview3.jpg;/some/photo/preview4.jpg|photo3.jpg|true|true|2|apartment|8|7|42450|Breakfast;friendly workspace;Baby seat|Some User One||50.938361;6.959974
Shale|Some text description|2024-01-23T12:11:40.474Z|Cologne|/some/photo/preview4.jpg;/some/photo/preview3.jpg;/some/photo/preview.jpg|photo3.jpg|true|false|4|apartment|4|4|38011|friendly workspace;Baby seat;Baby seat;Towels|Some User 2||50.938361;6.959974
Farfale|Some text description|2024-01-23T12:11:40.474Z|Dusseldorf|/some/photo/preview2.jpg;/some/photo/preview.jpg|photo2.jpg|false|false|2|hotel|3|2|5964|Fridge|Some User 2||51.225402;6.776314
Ulale|Other description|2024-01-23T12:11:40.474Z|Cologne|/some/photo/preview4.jpg|photo2.jpg;photo3.jpg;photo4.jpg|true|false|2|room|5|7|42360|Towels;friendly workspace;Washer;Breakfast|Some User Three||50.938361;6.959974
Ulale|Some text description|2024-01-23T12:11:40.474Z|Brussels|||false|false|5|room|8|1|12552|Baby seat|Some User 2||50.846557;4.351697
